ixdat version = 0.2.1dev
name = RuO2 G-450OX-10cyc.txt AND timescan-RuO2G-450Ox-CV-10cyc.txt
technique = EC-MS
tstamp = 1608572231.4
backend_name = BackendBase(none, address=none)
id = 6
timecol 'projected time / [s]' for: 'Ewe/V' and 'I/mA' and 'selector' and 'M4' and 'M28' and 'M45' and 'M31' and 'M32' and 'M44' and 'M18'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V", "<Ewe>/V"], "raw_current": ["I/mA", "<I>/mA"], "cycle": ["cycle number"], "time/s": ["projected time / [s]"]}
time_step = 2
N_header_lines = 12

projected time / [s],	Ewe/V,	I/mA,	selector,	M4,	M28,	M45,	M31,	M32,	M44,	M18
1348,	0.7112000000476837,	0.0033906000003814697,	0.0,	1.0147415089824183e-11,	6.059430195033112e-13,	8.497028293420346e-14,	9.370984958039461e-14,	3.260452808401689e-13,	1.3774264131752782e-13,	4.950713207014993e-12
1350,	0.7212000000476837,	0.0033862000017166136,	0.0,	1.0160576189787215e-11,	6.211212073525797e-13,	9.007921413536285e-14,	9.343298628308433e-14,	3.217612355758368e-13,	1.3682732233784365e-13,	4.9473100084209695e-12
1352,	0.7312000000476837,	0.0034051999988555905,	0.0,	1.0120581507349066e-11,	5.992244884079371e-13,	8.660306681786733e-14,	9.514903591019373e-14,	3.216694542529623e-13,	1.3901e-13,	4.9742e-12
1354,	0.7412000000476837,	0.003572599999666214,	0.0,	1.0227465373091788e-11,	6.161387077293971e-13,	8.929206292524554e-14,	9.357963376120468e-14,	3.1679489066523463e-13,	1.3466069253816422e-13,	4.915981691598297e-12
1356,	0.7512000000476837,	0.003548799998998642,	0.0,	1.0149e-11,	6.035447287879871e-13,	8.490115615598008e-14,	9.798593087229045e-14,	3.123869530100863e-13,	1.3064410328933273e-13,	4.930605078316523e-12
1358,	0.7612000000476837,	0.0036843999969959256,	0.0,	1.010322201536465e-11,	5.961003623779616e-13,	8.735300250419343e-14,	9.303730423212339e-14,	3.2082873810188707e-13,	1.385818284079937e-13,	4.943895402103741e-12
1360,	0.7712000000476837,	0.003579000000476837,	0.0,	1.0025215970565884e-11,	5.944153040848111e-13,	9.050283563694915e-14,	9.12099249098994e-14,	3.1166005831145085e-13,	1.3832775151045466e-13,	4.941818441466589e-12
1362,	0.7812000000476838,	0.003782199994564056,	0.0,	1.0107e-11,	6.04257791624152e-13,	8.899996473472184e-14,	9.322506590390772e-14,	3.1644701760040704e-13,	1.408860168305292e-13,	4.9387449961506105e-12
1364,	0.7912000000476838,	0.0037514000012874604,	0.0,	1.0021105260540153e-11,	6.133557713353812e-13,	8.903126403863247e-14,	9.13839367143595e-14,	3.3521384739113055e-13,	1.3283707154473324e-13,	4.942269474940726e-12
1366,	0.8012000000476838,	0.003940199999809265,	0.0,	1.0044052319344384e-11,	6.119851922858763e-13,	8.459336036226444e-14,	9.183204449342525e-14,	3.160393583056983e-13,	1.3332598229159558e-13,	4.936831094983795e-12
1368,	0.8112000000476838,	0.003964200000524521,	0.0,	1.001e-11,	6.216168745192211e-13,	8.830701801660616e-14,	9.582902426422317e-14,	3.2422827667827064e-13,	1.3602631271148297e-13,	5.002763128930442e-12
1370,	0.8212000000476837,	0.003942200001239776,	0.0,	1.0107e-11,	6.10443124223604e-13,	8.480668415128123e-14,	9.692473813942749e-14,	3.2084548929836493e-13,	1.376886122584257e-13,	4.940271294878663e-12
1372,	0.8312000000476837,	0.004196799999475479,	0.0,	1.0115225834624672e-11,	6.044e-13,	8.974678887568651e-14,	9.302101877529063e-14,	3.1955711862840653e-13,	1.3522465977100867e-13,	4.939844213068166e-12
1374,	0.8412000000476837,	0.004199200001716613,	0.0,	1.0035579475055486e-11,	6.1098e-13,	8.777911950960617e-14,	9.164599548887576e-14,	3.2079492731410764e-13,	1.3640157065356814e-13,	4.929372954225046e-12
1376,	0.8512000000476837,	0.0043346000015735625,	0.0,	1.0163e-11,	6.043155911994449e-13,	8.455520026432548e-14,	9.414942859821378e-14,	3.149677555003469e-13,	1.3425e-13,	4.936170868324661e-12
1378,	0.8612000000476837,	0.004394799999237061,	0.0,	1.0083736648038817e-11,	6.196042383546199e-13,	8.673844279170767e-14,	9.898369267498915e-14,	3.1616384969759767e-13,	1.3481608382555917e-13,	4.94214557935133e-12
1380,	0.8712000000476837,	0.004509800001859665,	0.0,	1.0079526647392538e-11,	6.073201172812569e-13,	8.476701191904866e-14,	9.25723021219725e-14,	3.2453206933231507e-13,	1.376263299149029e-13,	4.955678101134628e-12
1382,	0.8812000000476837,	0.004543199998378753,	0.0,	1.0063959154025931e-11,	6.115464329615447e-13,	8.361932350364688e-14,	9.264969170995309e-14,	3.1296647376336545e-13,	1.348345520249104e-13,	4.945424077216551e-12
1384,	0.8912000000476837,	0.004519000003576279,	0.0,	1.0086455612887298e-11,	6.019068228848878e-13,	8.2899e-14,	9.618785056001316e-14,	3.2664891605386756e-13,	1.3862893359197278e-13,	4.917144176180483e-12
1386,	0.9012000000476837,	0.0048143999998569486,	0.0,	1.0121e-11,	6.09029498253279e-13,	8.194925854827964e-14,	9.542709851661878e-14,	3.149805910997127e-13,	1.3307e-13,	4.9441247035900996e-12
1388,	0.9112000000476838,	0.004929200001478195,	0.0,	1.014908162675182e-11,	5.933330041441744e-13,	8.341993316632445e-14,	9.73154170240629e-14,	3.207850149376566e-13,	1.3483653086304762e-13,	4.9344344106889395e-12
1390,	0.9212000000476838,	0.005084799994945526,	0.0,	1.0140486674213843e-11,	5.925033564863739e-13,	8.471858342767303e-14,	9.524899024037206e-14,	3.179484306738561e-13,	1.3824776911290872e-13,	4.917608588505541e-12
1392,	0.9312000000476838,	0.005197599995613098,	0.0,	1.0107e-11,	6.006914419474632e-13,	8.555186399619624e-14,	9.535977503805134e-14,	3.1893528254311347e-13,	1.3425e-13,	4.9413236884244696e-12
1394,	0.9412000000476837,	0.005277200000762939,	0.0,	1.0107e-11,	6.1494e-13,	8.973481944377752e-14,	9.285646481163617e-14,	3.2993909813266636e-13,	1.3851220432091908e-13,	4.925738473093696e-12
1396,	0.9512000000476837,	0.0054394000017642975,	0.0,	1.0126881345557098e-11,	6.0403016295285e-13,	8.911301177468551e-14,	9.317964790293145e-14,	3.1993e-13,	1.350914069458986e-13,	4.945221339013704e-12
1398,	0.9612000000476837,	0.005543600008010865,	0.0,	1.010988110137055e-11,	6.136992991233495e-13,	8.709407992126023e-14,	9.3526e-14,	3.1497337922459476e-13,	1.3405765242269765e-13,	4.894498766313304e-12
1400,	0.9712000000476837,	0.005681999995946884,	0.0,	1.0065e-11,	6.073671358261792e-13,	8.8293589044407e-14,	9.495231625685629e-14,	3.2065439754866183e-13,	1.3206579890449713e-13,	4.945525245566448e-12
1402,	0.9812000000476837,	0.005856400004148484,	0.0,	1.0084316616581052e-11,	6.16661483534838e-13,	8.529340888723598e-14,	9.412913348320278e-14,	3.183353307344156e-13,	1.3934036250917312e-13,	4.947798791636089e-12
1404,	0.9912000000476837,	0.006020399997472763,	0.0,	1.0143506327262598e-11,	6.016301264291767e-13,	8.461455696973918e-14,	9.41004430697264e-14,	3.1246797463755496e-13,	1.355568354168843e-13,	4.928217721906884e-12
1406,	1.0012000000476837,	0.006063999997854233,	0.0,	1.0124489316640962e-11,	6.005566847303699e-13,	8.77800568120163e-14,	9.895294497406137e-14,	3.1781879980868305e-13,	1.3425e-13,	4.9476e-12
1408,	1.0112000000476837,	0.006213400003194809,	0.0,	1.001e-11,	5.992799991535437e-13,	8.378615410302079e-14,	9.3526e-14,	3.1017e-13,	1.3425e-13,	4.8909692371664876e-12
1410,	1.0212000000476837,	0.006239199995040893,	0.0,	1.0006111202250124e-11,	6.013261432500854e-13,	8.731372770273106e-14,	9.485382374365966e-14,	3.088921437136896e-13,	1.3145497581591621e-13,	4.904431393404772e-12
1412,	1.0312000000476838,	0.006533799997568131,	0.0,	1.0070470947212259e-11,	6.1098e-13,	8.850036452723001e-14,	9.597005638791041e-14,	3.2547222314595493e-13,	1.356444284821837e-13,	4.9458675333827844e-12
1414,	1.0412000000476838,	0.006668999990224838,	0.0,	1.0018873830689712e-11,	6.187001217514214e-13,	8.452302846507319e-14,	9.328046018998777e-14,	3.1431413283700817e-13,	1.346854580833302e-13,	4.8997211430654415e-12
1416,	1.0512000000476838,	0.006958599996089936,	0.0,	1.0015170459443469e-11,	6.118523975206437e-13,	9.097624238895432e-14,	9.765571984780617e-14,	3.1384336828333193e-13,	1.344727997978368e-13,	4.946349688898215e-12
1418,	1.0612000000476838,	0.00708740000295639,	0.0,	1.002266266082172e-11,	6.115158838059751e-13,	8.689984908018309e-14,	9.93329671913056e-14,	3.129039119694966e-13,	1.3370212002822024e-13,	4.894241541637271e-12
1420,	1.0712000000476838,	0.007296800000667572,	0.0,	1.0065e-11,	6.114871789311912e-13,	8.527952257698296e-14,	9.258094785090193e-14,	3.1031976132590835e-13,	1.321924413604414e-13,	4.8949e-12
1422,	1.0812000000476838,	0.0075482000052928926,	0.0,	1.0103334298482091e-11,	6.186295636384806e-13,	8.95907003923511e-14,	9.524952627028955e-14,	3.1572212212670333e-13,	1.3416043595260367e-13,	4.947097383193936e-12
1424,	1.0912000000476838,	0.00782079999947548,	0.0,	1.0010874755698574e-11,	5.94169019375692e-13,	8.087924298988393e-14,	9.354061834007618e-14,	3.1025801665585657e-13,	1.3665778583893844e-13,	4.9742e-12
1426,	1.1012000000476838,	0.008183200012922286,	0.0,	1.0132946839872325e-11,	5.919214463418376e-13,	8.723088347298266e-14,	9.766106344905776e-14,	3.051125010871974e-13,	1.3802998144225091e-13,	4.900714842790166e-12
1428,	1.1112000000476838,	0.008562600008010865,	0.0,	1.0192908471908261e-11,	5.985198421251354e-13,	8.414244082561348e-14,	9.3526e-14,	3.209381500384966e-13,	1.4084720470182074e-13,	4.922837006880112e-12
1430,	1.1212000000476838,	0.008993400009870528,	0.0,	9.997621573567188e-12,	6.085804281895551e-13,	8.806390968060484e-14,	9.226939795743174e-14,	3.1908e-13,	1.4266270195663098e-13,	4.941930125773325e-12
1432,	1.1312000000476836,	0.009657600001096726,	0.0,	1.0114041418754885e-11,	5.901e-13,	8.913176925153273e-14,	9.519963323046538e-14,	3.247438465539234e-13,	1.3856136103361726e-13,	4.9349639051968895e-12
1434,	1.1412000000476836,	0.010460000007152557,	0.0,	1.0093e-11,	6.040527299430073e-13,	8.557727177806986e-14,	9.774092423184581e-14,	3.1308984530572685e-13,	1.3714935924604162e-13,	4.945529418919005e-12
1436,	1.1512000000476836,	0.011540000007152556,	0.0,	1.0097525365225295e-11,	5.8881e-13,	8.745110421469261e-14,	9.344171044419317e-14,	3.2312596272274453e-13,	1.3425e-13,	4.90604516443808e-12
1438,	1.1612000000476836,	0.012956000015735627,	0.0,	1.0107e-11,	6.004626013597266e-13,	8.583133748683201e-14,	9.594261615765071e-14,	3.238590867619122e-13,	1.4093932060193518e-13,	4.9462860200137355e-12
1440,	1.1712000000476837,	0.015596000025272368,	0.0,	1.0163638224167599e-11,	6.150077893901178e-13,	8.944808045691272e-14,	9.5687e-14,	3.243611044909416e-13,	1.403008429866659e-13,	4.935025614529151e-12
1442,	1.1812000000476837,	0.020996000037193298,	0.0,	1.0023821087647572e-11,	6.162745009074455e-13,	8.515265146597875e-14,	9.56923047308224e-14,	3.4703313632442295e-13,	1.4231967885971295e-13,	4.9311606929278915e-12
1444,	1.1912000000476837,	0.031712000072002415,	0.0,	1.0025122196791449e-11,	6.010796335346618e-13,	8.962365001928957e-14,	9.824898200182722e-14,	3.918235863564377e-13,	1.408329120859511e-13,	4.9409e-12
1446,	1.2012000000476837,	0.052568000133037564,	0.0,	1.0016036742984807e-11,	6.147447620582903e-13,	8.591485444027314e-14,	1.0326280229656363e-13,	4.994890529773272e-13,	1.4006758281353248e-13,	4.936481211892365e-12
1448,	1.2112000000476837,	0.09047200023651124,	0.0,	9.994365031847381e-12,	6.069698363132994e-13,	8.601871177908919e-14,	1.1234356414339554e-13,	7.051366445984828e-13,	1.450107381522056e-13,	4.9241267280038855e-12
1450,	1.2212000000476837,	0.15124000036716462,	0.0,	9.94500820195032e-12,	6.146249000960945e-13,	8.81896519467216e-14,	1.263750788548788e-13,	1.069337276449985e-12,	1.4115258674889058e-13,	4.9396843322888206e-12
1452,	1.2312000000476837,	0.2395400004863739,	0.0,	9.740732270585612e-12,	6.050122794915964e-13,	8.846892335111627e-14,	1.6307847256738269e-13,	1.818228882593298e-12,	1.5068256609527e-13,	4.975155187747024e-12
1454,	1.2412000000476837,	0.3580400006532669,	0.0,	9.409972763362549e-12,	6.112008564609896e-13,	8.903877502460013e-14,	2.262357126210168e-13,	3.181989117557503e-12,	1.5079174526131401e-13,	4.9476e-12
1456,	1.2512000000476837,	0.5107800008058547,	0.0,	8.994592778853061e-12,	6.209978773874672e-13,	9.089756138430734e-14,	3.2185908091195695e-13,	5.493563611313306e-12,	1.5246204213254543e-13,	4.962111512490126e-12
1458,	1.2587999999523163,	0.6468199989080429,	0.0,	8.521586626775423e-12,	6.455582200329098e-13,	8.585278311540962e-14,	4.796425614801414e-13,	8.27981107675397e-12,	1.6237046411336162e-13,	4.995987208246894e-12
1460,	1.2487999999523163,	0.44723999915122986,	0.0,	8.321667230932032e-12,	6.397255448082599e-13,	9.325941193053311e-14,	5.766223203026145e-13,	1.0022100792844824e-11,	1.6510724304699416e-13,	5.0653757893340314e-12
1462,	1.2387999999523163,	0.29287999935150144,	0.0,	8.31466963597565e-12,	6.382880326029953e-13,	8.869848937056367e-14,	6.31261849342254e-13,	1.0709997123265118e-11,	1.6816183314937684e-13,	5.070712991442209e-12
1464,	1.2287999999523163,	0.17755999953746796,	0.0,	8.510181713319364e-12,	6.44433081727344e-13,	9.264341584410127e-14,	5.669842870264076e-13,	1.0130157397172739e-11,	1.7225161579978345e-13,	5.107166202570637e-12
1466,	1.2187999999523162,	0.09971799971818925,	0.0,	8.702930619547682e-12,	6.277739924730168e-13,	8.809321882723551e-14,	5.232784745567535e-13,	9.133396695110844e-12,	1.7219798874126813e-13,	5.106016910711667e-12
1468,	1.2087999999523162,	0.0538579998421669,	0.0,	8.911572938710904e-12,	6.511078586155057e-13,	9.385398874453958e-14,	4.4213385776840675e-13,	7.922305713165636e-12,	1.6766410259405964e-13,	5.093144593413692e-12
1470,	1.1987999999523162,	0.02949399991750717,	0.0,	9.097803617191316e-12,	6.395227788019181e-13,	8.959684758758545e-14,	3.75428774266243e-13,	6.664228116178513e-12,	1.7687947936058044e-13,	5.098632205343246e-12
1472,	1.1887999999523162,	0.01769799996614456,	0.0,	9.303272933418236e-12,	6.358356664074101e-13,	9.165711063992697e-14,	3.2319858082516573e-13,	5.4535935569023105e-12,	1.7041755004680535e-13,	5.077508230187812e-12
1474,	1.1787999999523162,	0.011819999978542326,	0.0,	9.482618515561684e-12,	6.360738052896392e-13,	9.040619113851926e-14,	2.798448283472115e-13,	4.5841741232690925e-12,	1.7551640064784778e-13,	5.070302173159979e-12
1476,	1.1687999999523162,	0.008667799991846087,	0.0,	9.606018116502672e-12,	6.2158e-13,	9.069458556258218e-14,	2.497576268599171e-13,	3.818963936985221e-12,	1.6724303117768684e-13,	5.037331205095586e-12
1478,	1.1587999999523162,	0.007219999992132187,	0.0,	9.687666534915306e-12,	6.428808209746256e-13,	8.918528844613424e-14,	2.2292039968322338e-13,	3.1842709319228893e-12,	1.7056008003507e-13,	5.0645120200242955e-12
1480,	1.1487999999523162,	0.006125799998044967,	0.0,	9.76396804975734e-12,	6.224218642519018e-13,	9.070602162609608e-14,	2.0825587024581245e-13,	2.730062604233483e-12,	1.6741226420030028e-13,	5.0383735409104104e-12
1482,	1.1387999999523162,	0.005601200002670287,	0.0,	9.739803893025037e-12,	6.154035869067103e-13,	8.840866241041891e-14,	1.7926142198929787e-13,	2.392199970424023e-12,	1.6427314413529732e-13,	5.06258022293415e-12
1484,	1.1287999999523162,	0.0052833999938964845,	0.0,	9.88557093164539e-12,	6.230403847176382e-13,	8.713503614245916e-14,	1.7137904594776113e-13,	2.0906729135786585e-12,	1.6520247158207828e-13,	5.088013203126792e-12
1486,	1.1187999999523164,	0.0050661999909877775,	0.0,	9.914164664272282e-12,	6.226700866826867e-13,	8.83938491264654e-14,	1.5791e-13,	1.8336474682206633e-12,	1.5699669368979224e-13,	5.0009e-12
1488,	1.1087999999523164,	0.004509999998807907,	0.0,	9.80646787965853e-12,	6.101900850375734e-13,	8.781618447412454e-14,	1.5713671137358445e-13,	1.5878624504578098e-12,	1.579516493301845e-13,	4.998727055705298e-12
1490,	1.0987999999523164,	0.004435600000143051,	0.0,	1.000619836581281e-11,	6.0835e-13,	8.958701198478394e-14,	1.3711857497536907e-13,	1.4565822765626738e-12,	1.672025245155999e-13,	5.0009e-12
1492,	1.0887999999523164,	0.004096200001001358,	0.0,	1.0009481528415589e-11,	6.057572090718137e-13,	8.769348723297371e-14,	1.2722881453937934e-13,	1.2905384032260807e-12,	1.5848618017938684e-13,	5.074894538663835e-12
1494,	1.0787999999523163,	0.003885199998855591,	0.0,	1.0011711649849669e-11,	6.058844853757975e-13,	8.720271355928163e-14,	1.2728768928410308e-13,	1.1833380589440186e-12,	1.529954660099585e-13,	4.9753146597801506e-12
1496,	1.0687999999523163,	0.003588999997138977,	0.0,	1.001063750406053e-11,	6.109594754790268e-13,	8.871625645502785e-14,	1.2953e-13,	1.069030403541478e-12,	1.560115942675729e-13,	5.0009e-12
1498,	1.0587999999523163,	0.0032735999965667725,	0.0,	1.006270165310492e-11,	6.056648396745181e-13,	8.667371619015005e-14,	1.2953e-13,	9.961651887155959e-13,	1.604e-13,	5.002880757142304e-12
1500,	1.0487999999523163,	0.002994199996471405,	0.0,	9.991025459625904e-12,	6.322367753720647e-13,	8.9239e-14,	1.1714320588362538e-13,	9.235038590706284e-13,	1.6372010982773668e-13,	4.999451779580835e-12
1502,	1.0387999999523163,	0.002691999994039535,	0.0,	1.0016083761106064e-11,	6.177457910319111e-13,	8.959637961365835e-14,	1.1543171677648221e-13,	8.85401395747224e-13,	1.6398790081195455e-13,	5.025685730192026e-12
1504,	1.0287999999523163,	0.0023123999867439267,	0.0,	1.001537677900421e-11,	6.288777201310962e-13,	8.881191847420867e-14,	1.1203961252615138e-13,	8.096809553834398e-13,	1.5338136397262605e-13,	4.998289818192501e-12
1506,	1.0187999999523163,	0.001921599999189377,	0.0,	1.0118700096278302e-11,	6.209261702276886e-13,	8.60476061452336e-14,	1.1854797554148576e-13,	7.630927860772649e-13,	1.5821160427705197e-13,	5.006452624699529e-12
1508,	1.0087999999523163,	0.001584199998140335,	0.0,	1.0137356712843736e-11,	6.097432454975207e-13,	8.729226849296546e-14,	1.0834e-13,	7.299030055213721e-13,	1.5728262555913687e-13,	4.984183566297078e-12
1510,	0.9987999999523163,	0.001130400000333786,	0.0,	1.0092734207372319e-11,	6.172051683122202e-13,	8.909440350439867e-14,	1.0848514866484484e-13,	6.883710772177083e-13,	1.5526568791627697e-13,	4.954373604359426e-12
1512,	0.9887999999523163,	0.0005678399976730347,	0.0,	1.0122461855653323e-11,	6.114114079481492e-13,	8.602032629072805e-14,	1.0557395508250578e-13,	6.6236e-13,	1.5632462996759326e-13,	4.986223184846725e-12
1514,	0.9787999999523163,	0.00013506199729681014,	0.0,	1.0218656479691758e-11,	6.17737972187391e-13,	8.698579199908375e-14,	1.0803833503534526e-13,	6.334106694656321e-13,	1.5118843930068757e-13,	5.020562203562452e-12
1516,	0.9687999999523162,	-0.0004628800056695938,	0.0,	1.0107e-11,	6.096729061818026e-13,	8.513078338141123e-14,	1.0389747448048993e-13,	5.952886157650119e-13,	1.5142565121604237e-13,	4.992535070611801e-12
1518,	0.9587999999523162,	-0.001081600001335144,	0.0,	1.0081527218766886e-11,	6.094276219515388e-13,	8.351906583266479e-14,	1.0308959878964448e-13,	5.762351574234129e-13,	1.510868482799594e-13,	4.978125214457136e-12
1520,	0.9487999999523162,	-0.0017552000062465668,	0.0,	1.0122469384993624e-11,	6.093289405457306e-13,	8.76297774799412e-14,	1.052879298826976e-13,	5.472e-13,	1.519038096043526e-13,	5.005728084965983e-12
1522,	0.9387999999523162,	-0.0020858000051975248,	0.0,	1.0079662458032322e-11,	6.129008424923485e-13,	8.915075012209235e-14,	1.0445e-13,	5.432393580875775e-13,	1.493100413208637e-13,	4.9742e-12
1524,	0.9287999999523163,	-0.002424399999856949,	0.0,	1.0125023622681022e-11,	6.095726181996441e-13,	8.966961428169482e-14,	1.0042228748210981e-13,	5.170284251162701e-13,	1.5304830700286501e-13,	4.9742e-12
1526,	0.9187999999523163,	-0.0024586000008583065,	0.0,	1.0092592196546705e-11,	6.062977949008054e-13,	8.343787852718498e-14,	1.0276799671565316e-13,	5.00223717740633e-13,	1.5827839684790617e-13,	4.961327048273305e-12
1528,	0.9087999999523163,	-0.0024266000003814697,	0.0,	1.015522887573011e-11,	6.009573707656475e-13,	8.676126980774026e-14,	1.0396628841663025e-13,	4.906442143737598e-13,	1.5345924142598288e-13,	5.00621283176521e-12
1530,	0.8987999999523163,	-0.002081599998474121,	0.0,	1.0169709432964114e-11,	6.078697353328706e-13,	8.617470981083509e-14,	9.909950612758274e-14,	4.595578108494854e-13,	1.5444607525210517e-13,	5.0114713222020335e-12
1532,	0.8887999999523163,	-0.0017633999974727632,	0.0,	1.016242912881869e-11,	6.011669124985475e-13,	8.601389922581106e-14,	1.0370390255255971e-13,	4.59357047621671e-13,	1.575620778429558e-13,	4.9683634914333674e-12
1534,	0.8787999999523163,	-0.001455199996471405,	0.0,	1.0155627219597162e-11,	6.139878703858713e-13,	8.680130734178786e-14,	1.0362094732124719e-13,	4.443824853092764e-13,	1.4878858025724753e-13,	4.9721408261980176e-12
1536,	0.8687999999523163,	-0.0012320000052452088,	0.0,	1.0145629130630932e-11,	6.076105437934434e-13,	8.5e-14,	1.0051738824499153e-13,	4.4095676732869103e-13,	1.5004687359393797e-13,	4.9592988370496925e-12
1538,	0.8587999999523163,	-0.0010336000018119813,	0.0,	1.0203372746221555e-11,	6.168960317875542e-13,	8.647510113344394e-14,	9.821719246998565e-14,	4.3531840659210713e-13,	1.464571241532616e-13,	4.963904107608492e-12
1540,	0.8487999999523163,	-0.0009344000047445297,	0.0,	1.0163e-11,	6.1918336997557e-13,	8.838658024553002e-14,	9.660032200042165e-14,	4.237488929026049e-13,	1.4595411196573356e-13,	4.989677865894497e-12
1542,	0.8387999999523162,	-0.0008488200023651124,	0.0,	1.0070498126389744e-11,	6.019379614400663e-13,	8.601081119564225e-14,	9.926363474159249e-14,	4.24865735519107e-13,	1.5006607590663167e-13,	5.013846036133462e-12
1544,	0.8287999999523162,	-0.0008521200003385543,	0.0,	1.0093545244107387e-11,	5.862471962121764e-13,	9.052434403532767e-14,	9.822005040236469e-14,	4.030682708080837e-13,	1.4281282893940603e-13,	4.943121974915844e-12
1546,	0.8187999999523162,	-0.0009204200008630753,	0.0,	1.0139172001361848e-11,	6.098531383395195e-13,	8.973105563735962e-14,	9.805094397354125e-14,	4.090994184231758e-13,	1.4868e-13,	4.9476e-12
1548,	0.8087999999523163,	-0.0009719199998140336,	0.0,	1.0124831123009672e-11,	6.090721249837194e-13,	8.649440113233055e-14,	1.0224e-13,	4.055230415588063e-13,	1.4411296050376897e-13,	4.948398983192097e-12
1550,	0.7987999999523163,	-0.0010089200048923493,	0.0,	1.0096510196043086e-11,	6.103231384665075e-13,	8.592609983505328e-14,	9.752134355536536e-14,	3.9874540101702085e-13,	1.546607477098263e-13,	4.980868518229753e-12
1552,	0.7887999999523163,	-0.001058200004339218,	0.0,	1.0145281667479049e-11,	6.087327212510082e-13,	8.606846860998118e-14,	9.525365966306357e-14,	3.8858047212744444e-13,	1.476220130598415e-13,	4.964432415894905e-12
1554,	0.7787999999523163,	-0.0011814000010490417,	0.0,	1.0132267958817944e-11,	6.172087341087105e-13,	8.617324236470443e-14,	9.4259399149656e-14,	3.78655922816283e-13,	1.4807e-13,	4.9742e-12
1556,	0.7687999999523163,	-0.0012674000034332276,	0.0,	1.017474974533107e-11,	6.012550259519767e-13,	8.721818406500121e-14,	1.0089983914625272e-13,	3.7230260441426143e-13,	1.482878127577007e-13,	4.9476e-12
1558,	0.7587999999523163,	-0.001330800002336502,	0.0,	1.015967698583759e-11,	6.074455937829086e-13,	8.525088756926196e-14,	9.371837878418809e-14,	3.771809182684264e-13,	1.5466976233182753e-13,	4.9509e-12
1560,	0.7487999999523163,	-0.0015117999918460847,	0.0,	1.014616633041999e-11,	6.157346388543484e-13,	8.5e-14,	9.457587457939303e-14,	3.936758292511912e-13,	1.4395776611565212e-13,	4.988178056649502e-12
1562,	0.7387999999523163,	-0.0014506000006198883,	0.0,	1.0132613026973046e-11,	6.045125287284136e-13,	8.491014751534249e-14,	9.37102231682589e-14,	3.7751797896389764e-13,	1.434774520907644e-13,	4.993628831454264e-12
1564,	0.7287999999523163,	-0.0016024000029563905,	0.0,	1.0158820092319317e-11,	6.04940745782387e-13,	8.467197814945216e-14,	9.788030240873474e-14,	3.7633145312577003e-13,	1.4965162610128842e-13,	4.999899807804979e-12
1566,	0.7187999999523162,	-0.0017080000085830688,	0.0,	1.0110005575582568e-11,	6.1098e-13,	8.812429740790693e-14,	9.674066264634437e-14,	3.6675623603528507e-13,	1.4436448885913827e-13,	4.9992653349127455e-12
1568,	0.7087999999523162,	-0.001809799998283386,	0.0,	1.0164725446407775e-11,	6.09714228315673e-13,	8.506511506086483e-14,	9.258490045545598e-14,	3.6319016953282617e-13,	1.4843063191201923e-13,	4.973107217275076e-12
1570,	0.6987999999523162,	-0.0018550000030994414,	0.0,	1.013914524884437e-11,	6.103976912337672e-13,	9.164912213578625e-14,	9.387508917053653e-14,	3.50671340331828e-13,	1.5497649003714578e-13,	4.985693855860668e-12
1572,	0.6887999999523162,	-0.001998799997091293,	0.0,	1.0213460637351977e-11,	6.054458844237815e-13,	8.945637739055098e-14,	9.377599671188875e-14,	3.5915e-13,	1.465703940758617e-13,	4.978610632858162e-12
1574,	0.6787999999523163,	-0.0020242000029087066,	0.0,	1.0184197279201583e-11,	6.076466277118374e-13,	8.30904479996126e-14,	9.332993586841705e-14,	3.441370747686656e-13,	1.3952141883145243e-13,	4.950831292379248e-12
1576,	0.6687999999523163,	-0.0020894000024795534,	0.0,	1.0069143966674805e-11,	6.067157581710815e-13,	9.091659684562683e-14,	9.304699589347839e-14,	3.612469212913513e-13,	1.4119987928390503e-13,	4.956299990081787e-12
1578,	0.6587999999523163,	-0.0022093999996185307,	0.0,	1.007925023421931e-11,	6.292443489630797e-13,	8.506416390437885e-14,	9.736724595572133e-14,	3.580451441780613e-13,	1.4074745664279056e-13,	4.947905362161842e-12
1580,	0.6487999999523163,	-0.0022676000030040742,	0.0,	1.0116743541494695e-11,	6.105801969332516e-13,	8.806451468382294e-14,	1.0157416827667009e-13,	3.4902507551976236e-13,	1.4159241965022738e-13,	4.9993229518438856e-12
1582,	0.6387999999523163,	-0.0023856000022888183,	0.0,	1.0166064151905898e-11,	6.046577735622181e-13,	8.743639058422213e-14,	1.0127862178272739e-13,	3.417715845543474e-13,	1.4089838662624947e-13,	4.958008583989565e-12
1584,	0.6287999999523163,	-0.0024344000003337857,	0.0,	1.0135e-11,	6.063310593582376e-13,	8.821473801614511e-14,	9.477037368072125e-14,	3.5367498158239e-13,	1.4794538999599385e-13,	4.959983826537666e-12
1586,	0.6187999999523163,	-0.0025356000010967254,	0.0,	1.0192479241730083e-11,	6.029571135387317e-13,	9.039890670547641e-14,	9.654555779748954e-14,	3.561011422092356e-13,	1.4742029218191874e-13,	4.9103792417300816e-12
