ixdat version = 0.2.1dev
name = RuO2 G-450OX-10cyc.txt AND timescan-RuO2G-450Ox-CV-10cyc.txt
technique = EC-MS
tstamp = 1608572231.4
backend_name = BackendBase(none, address=none)
id = 6
timecol 'projected time / [s]' for: 'Ewe/V' and 'I/mA' and 'selector' and 'M4' and 'M28' and 'M45' and 'M31' and 'M32' and 'M44' and 'M18'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V", "<Ewe>/V"], "raw_current": ["I/mA", "<I>/mA"], "cycle": ["cycle number"], "time/s": ["projected time / [s]"]}
time_step = 2
N_header_lines = 12

projected time / [s],	Ewe/V,	I/mA,	selector,	M4,	M28,	M45,	M31,	M32,	M44,	M18
786,	1.14,	0.01153,	0.0,	1.0104427862008665e-11,	6.299152514109818e-13,	8.775045967799156e-14,	1.0160788580274563e-13,	3.221163027510114e-13,	1.4831571156127154e-13,	4.9504073148164734e-12
788,	1.15,	0.012490000000000001,	0.0,	9.986663209859512e-12,	6.2026e-13,	8.829714069890904e-14,	9.782330842059724e-14,	3.2722563244927877e-13,	1.4307855462088783e-13,	4.906576596692741e-12
790,	1.16,	0.014270000000000001,	0.0,	1.001906099820137e-11,	6.092250593042374e-13,	9.293283611774444e-14,	9.545179361772537e-14,	3.2857620034217835e-13,	1.4194260989427567e-13,	4.9476e-12
792,	1.17,	0.01702,	0.0,	1.0072851474543481e-11,	6.202934285846545e-13,	9.174711316679389e-14,	9.845861949589644e-14,	3.231260307670044e-13,	1.4289860449417852e-13,	4.913094348199401e-12
794,	1.18,	0.02209,	0.0,	9.998735619641172e-12,	6.177177954636924e-13,	9.129696470275347e-14,	9.786e-14,	3.613198441359151e-13,	1.485047680843903e-13,	4.93149190374762e-12
796,	1.19,	0.03239,	0.0,	1.0074826262288677e-11,	6.300877976525302e-13,	8.817928929987785e-14,	9.895670693437958e-14,	3.968442554726831e-13,	1.4604134250134743e-13,	4.916722309718205e-12
798,	1.2,	0.05292,	0.0,	1.0004673932087617e-11,	6.220527565700457e-13,	8.936073839196641e-14,	1.087489623281693e-13,	4.999775431915115e-13,	1.4642972546176598e-13,	4.93835275012886e-12
800,	1.21,	0.09114,	0.0,	9.913082342362176e-12,	6.282199037769345e-13,	9.010392341397864e-14,	1.176427066015128e-13,	7.445324450209247e-13,	1.4728868115431604e-13,	4.9742e-12
802,	1.22,	0.15330000000000002,	0.0,	9.838323264302896e-12,	6.349220472586548e-13,	8.795102483646014e-14,	1.333621203079372e-13,	1.1249836178108293e-12,	1.500980766055901e-13,	4.962454500415691e-12
804,	1.23,	0.24469999999999997,	0.0,	9.671798932743753e-12,	6.2615764095942e-13,	9.055157699660735e-14,	1.7032366982435512e-13,	1.8907241029316595e-12,	1.484173085802545e-13,	4.933990057649903e-12
806,	1.24,	0.3681,	0.0,	9.289157921239494e-12,	6.299711568361173e-13,	9.332990170470458e-14,	2.4607501029695236e-13,	3.5323489151131013e-12,	1.6176722638938248e-13,	4.958979066825456e-12
808,	1.25,	0.5266,	0.0,	8.892890011085405e-12,	6.472552127032618e-13,	9.325882530178895e-14,	3.601867950659358e-13,	6.108365539878037e-12,	1.6294975377456853e-13,	4.93935725698604e-12
810,	1.26,	0.7115999999999999,	0.0,	8.389731764052067e-12,	6.536640923233354e-13,	9.32624215572616e-14,	5.261471330072033e-13,	8.944233065302647e-12,	1.7206922610600594e-13,	5.0208279046092714e-12
812,	1.25,	0.5145,	0.0,	8.157199988878646e-12,	6.583493630371232e-13,	9.3526e-14,	6.110441484301081e-13,	1.0704301892447533e-11,	1.7367e-13,	5.036669514500768e-12
814,	1.24,	0.3469,	0.0,	8.126990656723678e-12,	6.469785303918809e-13,	9.152321315442147e-14,	6.340162700469733e-13,	1.1417267425735e-11,	1.747429520115971e-13,	5.058019484947521e-12
816,	1.23,	0.2154,	0.0,	8.39496092959709e-12,	6.693421838835632e-13,	9.582035713714129e-14,	5.810191441290896e-13,	1.0621383900979799e-11,	1.7841134267551302e-13,	5.0885721688088246e-12
818,	1.22,	0.1224,	0.0,	8.556684510684007e-12,	6.646400668416287e-13,	9.145111229744969e-14,	5.256703757203608e-13,	9.503604718315819e-12,	1.7478880406256196e-13,	5.118167171262366e-12
820,	1.21,	0.06616,	0.0,	8.781158664059958e-12,	6.758568930037817e-13,	9.31860736329012e-14,	4.795990233589976e-13,	8.254085545124296e-12,	1.7837256319827116e-13,	5.107816115518639e-12
822,	1.2,	0.03564,	0.0,	9.038875512109382e-12,	6.46552268640453e-13,	9.122368839492517e-14,	4.0056998658467807e-13,	6.9133487501848025e-12,	1.7940183685873393e-13,	5.097620282871645e-12
824,	1.19,	0.02084,	0.0,	9.214887311204053e-12,	6.600735993648116e-13,	8.993834493676159e-14,	3.2977517268098636e-13,	5.7770435142991306e-12,	1.751380312281396e-13,	5.129947042588926e-12
826,	1.18,	0.01347,	0.0,	9.458585259523797e-12,	6.505651862551325e-13,	9.289508471481142e-14,	2.9081320561244265e-13,	4.870381609962202e-12,	1.8168376060078752e-13,	5.045384882115113e-12
828,	1.17,	0.009847999999999999,	0.0,	9.463114488293223e-12,	6.433446071472531e-13,	9.27027877024056e-14,	2.6285299015403893e-13,	4.088965031177042e-12,	1.763284777387613e-13,	5.037059604990728e-12
830,	1.16,	0.008004,	0.0,	9.55095875938388e-12,	6.329575622922679e-13,	9.11398936822047e-14,	2.3151393275638323e-13,	3.4540694533575723e-12,	1.716861246351854e-13,	5.0582323401432065e-12
832,	1.15,	0.006906,	0.0,	9.717134435126847e-12,	6.415807598562428e-13,	9.262717940609532e-14,	2.1307678841940017e-13,	2.964125830828722e-12,	1.6829064389020037e-13,	5.007544431714143e-12
834,	1.14,	0.006299,	0.0,	9.782091847033413e-12,	6.335189737769647e-13,	9.318800155828535e-14,	2.017367929135515e-13,	2.5858411316271975e-12,	1.7098172872455547e-13,	5.046575330134512e-12
836,	1.13,	0.0059830000000000005,	0.0,	9.748008572719893e-12,	6.236285367811099e-13,	8.518564498559516e-14,	1.7749301071499057e-13,	2.23762330543883e-12,	1.7037859131935817e-13,	5.023952847940343e-12
838,	1.12,	0.005644,	0.0,	9.806174844303246e-12,	6.318145505360822e-13,	9.269041896139844e-14,	1.6329306182905457e-13,	1.9965329744096668e-12,	1.6858e-13,	5.0260168680116226e-12
840,	1.11,	0.00532,	0.0,	9.847695024511489e-12,	6.323036358633617e-13,	8.848800366503029e-14,	1.5750714802738825e-13,	1.7945109039214045e-12,	1.679779713199516e-13,	5.0359288954008484e-12
842,	1.1,	0.004836,	0.0,	9.891446848853031e-12,	6.369315597428004e-13,	8.9771e-14,	1.5720070486593277e-13,	1.566263563369599e-12,	1.6846713731514528e-13,	5.046185497524856e-12
844,	1.09,	0.00471,	0.0,	9.9551e-12,	6.480135761962908e-13,	8.826750092949016e-14,	1.4124040110443691e-13,	1.4543027598602616e-12,	1.6866993344357624e-13,	4.9942e-12
846,	1.08,	0.0044,	0.0,	9.901126442247395e-12,	6.444267158195998e-13,	8.713641209389107e-14,	1.3603354697837867e-13,	1.3098468824617795e-12,	1.6795911761227832e-13,	5.068351517649069e-12
848,	1.07,	0.004223,	0.0,	9.99197275434992e-12,	6.379037089993152e-13,	8.886086789009994e-14,	1.2908979491822496e-13,	1.1952163431649082e-12,	1.6794e-13,	5.0002606648791075e-12
850,	1.06,	0.0038619999999999995,	0.0,	9.980676654548251e-12,	6.221721238218826e-13,	9.067351615345363e-14,	1.2646354719970492e-13,	1.1016316619349266e-12,	1.6763310689464384e-13,	4.988345891174118e-12
852,	1.05,	0.00353,	0.0,	1.0039545032632513e-11,	6.227004128666009e-13,	8.6838585982494e-14,	1.212891889061224e-13,	1.0063450836583247e-12,	1.5950349305573536e-13,	4.994533474862491e-12
854,	1.04,	0.003307,	0.0,	1.0003094977891891e-11,	6.401845264771187e-13,	8.48286309866046e-14,	1.2411368583176348e-13,	9.548227893289692e-13,	1.6552206748445286e-13,	4.9476e-12
856,	1.03,	0.0029100000000000003,	0.0,	1.0107e-11,	6.204753751858544e-13,	8.5e-14,	1.217641528217636e-13,	8.985938618365628e-13,	1.5602744529379895e-13,	4.951940136321003e-12
858,	1.02,	0.002526,	0.0,	1.001e-11,	6.248442139506641e-13,	8.5e-14,	1.2069709821762697e-13,	8.377651401538776e-13,	1.640256767439507e-13,	4.9476e-12
860,	1.01,	0.002162,	0.0,	1.0065e-11,	6.16498496386454e-13,	8.505718536444593e-14,	1.1469502014851706e-13,	8.047648799450347e-13,	1.6043236486350896e-13,	4.943074348458019e-12
862,	1.0,	0.001594,	0.0,	1.0133204799947434e-11,	6.2158e-13,	8.645345448920478e-14,	1.1492370257409912e-13,	7.363276408745694e-13,	1.591924111440258e-13,	4.9546763600124845e-12
864,	0.99,	0.001154,	0.0,	1.0070577913503428e-11,	6.232646346035197e-13,	8.972065934074203e-14,	1.1349779288336957e-13,	7.036783478155778e-13,	1.6097765445950927e-13,	4.982231061052089e-12
866,	0.98,	0.0005013,	0.0,	1.0005761430346013e-11,	6.314879980916783e-13,	8.54086136733539e-14,	1.136006437277182e-13,	6.758814978306342e-13,	1.5929478539408887e-13,	4.955769996579423e-12
868,	0.97,	-5.2730000000000005e-05,	0.0,	1.0083737464807575e-11,	6.144850095379385e-13,	8.571238488956417e-14,	1.0928931873915261e-13,	6.50419699336943e-13,	1.5981823689683139e-13,	4.9476e-12
870,	0.96,	-0.0007775,	0.0,	1.0037611215946812e-11,	6.194212317617534e-13,	8.5e-14,	1.0779065104045352e-13,	6.095514913585202e-13,	1.5775344682106542e-13,	4.9575416818067255e-12
872,	0.95,	-0.001439,	0.0,	1.000662180273279e-11,	6.24374491584983e-13,	8.926377298881597e-14,	1.0667e-13,	5.917646457462937e-13,	1.5826631526626174e-13,	4.9313147559454946e-12
874,	0.94,	-0.002117,	0.0,	1.00778637227464e-11,	6.216501875886155e-13,	8.560827143647207e-14,	1.0748803622147129e-13,	5.668747181655623e-13,	1.5710980905489003e-13,	4.965258218000127e-12
876,	0.93,	-0.002616,	0.0,	1.0107e-11,	6.255347599828631e-13,	8.335731317029524e-14,	1.0424930102031262e-13,	5.471221924663393e-13,	1.5358e-13,	4.9476e-12
878,	0.92,	-0.002947,	0.0,	1.0129306012714089e-11,	6.33323980771177e-13,	9.04923522894538e-14,	1.030179362883429e-13,	5.300921134100446e-13,	1.5432506436360128e-13,	4.9476e-12
880,	0.91,	-0.0027089999999999996,	0.0,	1.0070495612889803e-11,	6.187447258452911e-13,	8.602310180519234e-14,	1.0445e-13,	5.06184430440282e-13,	1.5741930112079896e-13,	4.9476e-12
882,	0.9,	-0.002475,	0.0,	1.0055196457377677e-11,	6.191058434157167e-13,	8.443710377398014e-14,	9.597592491297605e-14,	4.976814193836892e-13,	1.5326953716670238e-13,	4.9409e-12
884,	0.89,	-0.002193,	0.0,	1.0077507756689235e-11,	6.2158e-13,	8.641739685624793e-14,	1.0150621012206937e-13,	4.862477998055686e-13,	1.5221889576626847e-13,	4.9300001002420685e-12
886,	0.88,	-0.001772,	0.0,	1.0097138278010901e-11,	6.194717128274225e-13,	8.38063457643072e-14,	9.951403820908929e-14,	4.743137268315291e-13,	1.5853e-13,	4.944706512793499e-12
888,	0.87,	-0.0011870000000000001,	0.0,	1.0121e-11,	6.175199801827797e-13,	8.349396246025376e-14,	9.771011853616172e-14,	4.576539684336629e-13,	1.5675278377812245e-13,	4.927177986410376e-12
890,	0.86,	-0.0009837,	0.0,	1.0115805116988191e-11,	6.207498032553991e-13,	8.389020459809927e-14,	9.8611048342416e-14,	4.5322979191174387e-13,	1.5092544247178107e-13,	4.9590128006133176e-12
892,	0.85,	-0.0007421,	0.0,	1.0093416827623112e-11,	6.180670951225718e-13,	8.482535067601707e-14,	9.787301772109562e-14,	4.3481919893738886e-13,	1.5440587204231334e-13,	4.9810994036668205e-12
894,	0.84,	-0.0006437,	0.0,	1.0048423086961184e-11,	6.231676906220139e-13,	8.852280764392583e-14,	9.483826957360221e-14,	4.332780759690046e-13,	1.5157269258532283e-13,	5.000103838892044e-12
896,	0.83,	-0.0006807,	0.0,	1.0096898566020723e-11,	6.196679428539226e-13,	8.238912325828966e-14,	9.434542250621029e-14,	4.2087039223846054e-13,	1.5341013390909703e-13,	4.9354141606708386e-12
898,	0.82,	-0.0006193,	0.0,	1.0151346142180247e-11,	6.256466872747485e-13,	8.691578386555072e-14,	9.593056502408639e-14,	4.07505356285316e-13,	1.5425961553238354e-13,	4.950062428027681e-12
900,	0.81,	-0.0007988,	0.0,	1.0120431462534402e-11,	6.212901516487187e-13,	8.375041645886736e-14,	9.672613613456972e-14,	4.144584247238823e-13,	1.4672304560208548e-13,	4.92138883700159e-12
902,	0.8,	-0.0007642,	0.0,	1.0168203768273324e-11,	6.196293227832356e-13,	8.370700519662562e-14,	9.52344129342536e-14,	4.0175998357160945e-13,	1.4758775479412554e-13,	4.946196791605506e-12
904,	0.79,	-0.000787,	0.0,	1.0112103873038965e-11,	6.276714141861952e-13,	8.3946e-14,	9.485152220727993e-14,	3.9955173989944173e-13,	1.5218801373795858e-13,	4.969351320612983e-12
906,	0.78,	-0.0008909,	0.0,	1.0118905509275914e-11,	6.201268518423349e-13,	8.072975581080736e-14,	9.58790245080681e-14,	3.986271615987467e-13,	1.4587795231769367e-13,	4.9476e-12
908,	0.77,	-0.001014,	0.0,	1.0096764288421603e-11,	6.169014390654744e-13,	8.472258055938552e-14,	9.415628768306974e-14,	3.9774725785699774e-13,	1.4669058235504901e-13,	4.9476e-12
910,	0.76,	-0.001046,	0.0,	1.0065e-11,	6.178314889022434e-13,	8.342508715213705e-14,	9.989393163501745e-14,	3.8519090778380704e-13,	1.4731851766168202e-13,	4.970640184433299e-12
912,	0.75,	-0.001139,	0.0,	1.0134480959484138e-11,	6.2158e-13,	8.254684351190995e-14,	9.368668011398222e-14,	3.8084652237168636e-13,	1.5039692331618696e-13,	4.922178762115627e-12
914,	0.74,	-0.001328,	0.0,	1.011679708356201e-11,	6.213789415649934e-13,	8.514040012749607e-14,	8.991317974076261e-14,	3.741676795459769e-13,	1.478632619481854e-13,	4.947346310449238e-12
916,	0.73,	-0.001383,	0.0,	1.0231897951523412e-11,	6.319240206406995e-13,	8.106117779514493e-14,	1.0195496303330516e-13,	3.7798897888964603e-13,	1.4504600594215996e-13,	4.947424197028734e-12
918,	0.72,	-0.001404,	0.0,	1.0107e-11,	6.3096e-13,	8.2899e-14,	9.2452e-14,	3.657e-13,	1.3901e-13,	4.9343e-12
920,	0.71,	-0.001506,	0.0,	1.012431972069114e-11,	6.215017494408517e-13,	8.496887761852056e-14,	9.046787234736172e-14,	3.728957831679271e-13,	1.3453217625874695e-13,	4.9491393624191626e-12
922,	0.7,	-0.001666,	0.0,	1.0071172332691895e-11,	6.220517425700235e-13,	7.928377648064999e-14,	1.014716327560402e-13,	3.7274507119948686e-13,	1.4452757494120162e-13,	4.9212e-12
924,	0.69,	-0.00172,	0.0,	1.0131846603565214e-11,	6.063123880445347e-13,	8.476338264608984e-14,	9.448163335226022e-14,	3.6539856277804413e-13,	1.4975615604195518e-13,	4.922675339046275e-12
926,	0.68,	-0.00176,	0.0,	1.0065e-11,	6.204334011329008e-13,	8.067111819660402e-14,	9.345545726638806e-14,	3.5773526501484534e-13,	1.4719511246581837e-13,	4.987198272436655e-12
928,	0.67,	-0.00203,	0.0,	1.0115199042310282e-11,	6.117013965806443e-13,	8.330914733080724e-14,	9.484562208673051e-14,	3.5257199061018726e-13,	1.4620817208481405e-13,	4.985747177808685e-12
930,	0.66,	-0.001923,	0.0,	1.0126611217619088e-11,	6.1494e-13,	8.164807943782901e-14,	9.699034697431745e-14,	3.4940456803351237e-13,	1.4238715295222193e-13,	4.942242684215996e-12
932,	0.65,	-0.0020150000000000003,	0.0,	1.0153934971717845e-11,	6.068552868753365e-13,	8.665772690979823e-14,	9.540677753454035e-14,	3.440460681176121e-13,	1.379948440841175e-13,	4.960245612490888e-12
934,	0.64,	-0.002193,	0.0,	1.0106956562945957e-11,	6.126421516006837e-13,	8.362589267934157e-14,	9.501901273480655e-14,	3.619632786795112e-13,	1.3841435383141366e-13,	4.9293653581012516e-12
936,	0.63,	-0.002303,	0.0,	1.0128304344821442e-11,	6.102773888866814e-13,	8.162660835891727e-14,	9.885913002379003e-14,	3.607343483261458e-13,	1.4256521790745953e-13,	4.954539127580369e-12
938,	0.62,	-0.0023510000000000002,	0.0,	1.0055440989494324e-11,	6.138051294994354e-13,	8.648614214515686e-14,	9.276507455539704e-14,	3.5019498121261596e-13,	1.3841e-13,	4.937769302272796e-12
940,	0.61,	-0.002373,	0.0,	1.0102975182771139e-11,	6.151402924338222e-13,	8.262089267465702e-14,	9.437222268344423e-14,	3.4244159347438246e-13,	1.3730709379835557e-13,	4.976029270897745e-12
942,	0.6,	-0.002596,	0.0,	1.0092366148270538e-11,	6.052600789456455e-13,	8.091527658314273e-14,	9.468617837557635e-14,	3.421135825370599e-13,	1.4373051077424318e-13,	4.9340360266887995e-12
944,	0.59,	-0.002553,	0.0,	1.0150406705426614e-11,	6.210785264451876e-13,	8.42018212585902e-14,	9.169562152493459e-14,	3.445e-13,	1.4012617242525577e-13,	4.9343e-12
946,	0.58,	-0.0027760000000000003,	0.0,	1.0143105264670902e-11,	6.163526325818546e-13,	8.272357852242971e-14,	9.101052654717141e-14,	3.3940684249107984e-13,	1.4109421091537463e-13,	4.951884216254127e-12
948,	0.57,	-0.002852,	0.0,	1.0150318638816125e-11,	6.097888578602289e-13,	8.092575549670741e-14,	9.161930457976333e-14,	3.379885167400676e-13,	1.4663571152304814e-13,	4.958418235559012e-12
950,	0.56,	-0.0028959999999999997,	0.0,	1.0127187372217247e-11,	6.298279027592213e-13,	8.453417926307303e-14,	9.328867007995276e-14,	3.4569769847919554e-13,	1.429504073533914e-13,	4.9401780036063836e-12
952,	0.55,	-0.002901,	0.0,	1.0149275074946541e-11,	6.260304520190508e-13,	8.392885955490421e-14,	9.0842e-14,	3.4486161483629614e-13,	1.4387245042827826e-13,	4.907791626032356e-12
954,	0.54,	-0.003068,	0.0,	1.0134403105263183e-11,	6.135122295300797e-13,	8.5e-14,	9.217048845864709e-14,	3.3691875954887144e-13,	1.37982634511272e-13,	4.949179651691732e-12
956,	0.53,	-0.0030800000000000003,	0.0,	1.0107e-11,	6.1616810455263e-13,	8.196060934261047e-14,	9.707103327711964e-14,	3.4703255534735067e-13,	1.4001631338305326e-13,	4.94944490786893e-12
958,	0.52,	-0.003288,	0.0,	1.0063589620389987e-11,	6.095259279218297e-13,	8.170091538664361e-14,	9.268222100919538e-14,	3.456623317631372e-13,	1.4494303469500628e-13,	4.9061752561300534e-12
960,	0.51,	-0.003459,	0.0,	1.0087152455602414e-11,	6.249563710461948e-13,	8.594531653726079e-14,	9.1377e-14,	3.3734e-13,	1.3708067189216889e-13,	4.914341167451501e-12
962,	0.5,	-0.003574,	0.0,	1.0115190485546714e-11,	6.249542949216845e-13,	8.235606648379415e-14,	9.452382338721655e-14,	3.386884341043745e-13,	1.433084350867795e-13,	4.9118873707668245e-12
964,	0.49,	-0.003512,	0.0,	1.0149988850385914e-11,	6.128678813938447e-13,	8.56432005674185e-14,	9.195228635290692e-14,	3.3734e-13,	1.3640944233981695e-13,	4.925380296964085e-12
966,	0.48,	-0.003637,	0.0,	1.0127585820502053e-11,	6.098322821765602e-13,	8.629224704139001e-14,	9.616524824573899e-14,	3.3950291876101905e-13,	1.404548766883548e-13,	4.929547628024516e-12
968,	0.47,	-0.003801,	0.0,	1.0155240626904527e-11,	6.150094737109407e-13,	8.802612615212141e-14,	9.442608727907484e-14,	3.471061024814344e-13,	1.3857627228061728e-13,	4.942756707133559e-12
970,	0.46,	-0.003924,	0.0,	1.0066011140615528e-11,	6.212119700993026e-13,	8.2899e-14,	9.571870214080342e-14,	3.286995164092219e-13,	1.3595921904192977e-13,	4.900364686404294e-12
972,	0.45,	-0.003144,	0.0,	1.007428726667983e-11,	6.161780251688171e-13,	8.453541554061131e-14,	9.478855573123794e-14,	3.4136001936062856e-13,	1.4035080934770497e-13,	4.968318064436107e-12
974,	0.46,	-0.001243,	0.0,	1.0055325557271675e-11,	6.128445289621862e-13,	8.157423720312942e-14,	9.940647971819799e-14,	3.3661479108365323e-13,	1.4397108826864518e-13,	4.942956267490404e-12
976,	0.47,	-0.0004659,	0.0,	1.0053193286395031e-11,	6.283604269559964e-13,	8.5e-14,	9.751957061882837e-14,	3.3163551320264053e-13,	1.4169356059821475e-13,	4.943464088512226e-12
978,	0.48,	8.813999999999999e-05,	0.0,	1.0096020409695319e-11,	6.1893e-13,	8.677226221732977e-14,	9.375911090541363e-14,	3.3646e-13,	1.3662e-13,	4.971330610789448e-12
980,	0.49,	0.000517,	0.0,	1.0112094663210304e-11,	6.181063320060428e-13,	8.526894117104884e-14,	9.976208996043992e-14,	3.2739902551478063e-13,	1.3557538592178508e-13,	4.941752367949871e-12
982,	0.5,	0.0006453,	0.0,	1.0095410415955667e-11,	6.061728138545289e-13,	8.367586124039703e-14,	9.271197433766655e-14,	3.303e-13,	1.3854857751705803e-13,	4.970196987787911e-12
984,	0.51,	0.001232,	0.0,	1.0215262000560762e-11,	6.206366001415253e-13,	8.66320809929371e-14,	9.108087596416473e-14,	3.3491318023204803e-13,	1.4064980002403261e-13,	4.941496299910545e-12
986,	0.52,	0.001457,	0.0,	1.0015490581680505e-11,	6.19958867066595e-13,	8.082271702306116e-14,	9.128609408063e-14,	3.2947924542332e-13,	1.3465528417353e-13,	4.9476e-12
988,	0.53,	0.001619,	0.0,	1.0120891257051578e-11,	6.109621739238121e-13,	8.500307781380806e-14,	9.731805441823203e-14,	3.302983106006227e-13,	1.3456683573862192e-13,	4.89500233488182e-12
990,	0.54,	0.001703,	0.0,	1.0078608001708984e-11,	6.210261624145507e-13,	8.122247532653809e-14,	9.364735147094726e-14,	3.353980807495117e-13,	1.3680479919433593e-13,	4.896375593566895e-12
992,	0.55,	0.001975,	0.0,	1.0113243125695631e-11,	6.036506681938597e-13,	8.277104651485317e-14,	9.38288675066228e-14,	3.289790739480074e-13,	1.3425e-13,	4.898114560522531e-12
994,	0.56,	0.002125,	0.0,	1.0018391773363768e-11,	6.20515251795605e-13,	8.387571050630507e-14,	8.984290071418078e-14,	3.2855e-13,	1.416144000081225e-13,	4.896215830063439e-12
996,	0.57,	0.002403,	0.0,	1.0137277512817565e-11,	6.101929187177508e-13,	8.873194262075159e-14,	9.307683735336687e-14,	3.270181339560963e-13,	1.3159889954205384e-13,	4.938543540841898e-12
998,	0.58,	0.0025,	0.0,	1.0109252726044582e-11,	6.0966e-13,	8.172786115989578e-14,	9.237384010421692e-14,	3.2140260387918557e-13,	1.334578980990061e-13,	4.989723307922416e-12
1000,	0.5912000000476837,	0.0026305999970436095,	0.0,	1.0149e-11,	6.184737137206619e-13,	8.318459617402263e-14,	9.524362316880056e-14,	3.288330540405653e-13,	1.3547819915791735e-13,	4.902145332490517e-12
1002,	0.6012000000476837,	0.002655600001335144,	0.0,	1.0174214214880275e-11,	6.004980077862433e-13,	8.47902701774149e-14,	9.429828611781656e-14,	3.317884051925394e-13,	1.3806283305929314e-13,	4.93694649586374e-12
1004,	0.6112000000476837,	0.0027844000041484834,	0.0,	1.0062e-11,	6.184328571428571e-13,	8.696414285714285e-14,	9.624192857142857e-14,	3.312421428571429e-13,	1.3805428571428571e-13,	4.936307142857142e-12
1006,	0.6212000000476837,	0.0029017999978065492,	0.0,	1.007882033548059e-11,	6.089801184231894e-13,	8.348241559064495e-14,	9.585105727223731e-14,	3.233514313822864e-13,	1.3588702863611865e-13,	4.959932576403386e-12
1008,	0.6312000000476837,	0.002966199997901916,	0.0,	1.0031546798319094e-11,	6.192129780358816e-13,	8.870006349424857e-14,	9.355003010238962e-14,	3.2516507900736554e-13,	1.3673111245800054e-13,	4.9476e-12
1010,	0.6412000000476837,	0.0029868000009059905,	0.0,	1.0025005244958184e-11,	6.25470398899522e-13,	8.54353254135674e-14,	9.079370520507999e-14,	3.2911322153512534e-13,	1.3425e-13,	4.951785623160575e-12
1012,	0.6512000000476837,	0.0031003999965190884,	0.0,	1.0073026802581217e-11,	6.061788132847279e-13,	8.530584342950385e-14,	9.509357539753158e-14,	3.2847525403554785e-13,	1.3791428661972217e-13,	4.9404978972851765e-12
